Measure,Location,Sex,Age,Cause,Risk,Metric,Year,Value,Upper,Lower
DALYs,Saint Kitts and Nevis,Male,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,2575.740731,4276.566857,1147.231929
DALYs,Saint Kitts and Nevis,Female,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,1569.78953,2617.615921,696.0777431
DALYs,Saint Kitts and Nevis,Both sexes,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,2066.73383,3434.88091,910.2714759
DALYs,Saint Kitts and Nevis,Male,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,17.16378857,29.19592834,7.224274139
DALYs,Saint Kitts and Nevis,Female,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,12.20153336,20.62165193,5.469450047
DALYs,Saint Kitts and Nevis,Both sexes,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,29.36532193,49.50290439,12.62396555
DALYs,Saint Kitts and Nevis,Male,70-74 years,All causes,Ambient particulate matter pollution,Rate,2019,2959.201203,5033.657103,1245.533912
DALYs,Saint Kitts and Nevis,Female,70-74 years,All causes,Ambient particulate matter pollution,Rate,2019,2038.990781,3446.071647,913.9964535
DALYs,Saint Kitts and Nevis,Both sexes,70-74 years,All causes,Ambient particulate matter pollution,Rate,2019,2491.913372,4200.769522,1071.257745
DALYs,Saint Kitts and Nevis,Male,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,10.99409199,18.53040183,4.575668011
DALYs,Saint Kitts and Nevis,Female,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,9.43580093,15.77898659,4.188524322
DALYs,Saint Kitts and Nevis,Both sexes,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,20.42989292,34.23883416,8.715682562
DALYs,Saint Kitts and Nevis,Male,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,3221.320196,5429.494103,1340.692054
DALYs,Saint Kitts and Nevis,Female,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,2562.241368,4284.699569,1137.371419
DALYs,Saint Kitts and Nevis,Both sexes,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,2879.254125,4825.395066,1228.330715
DALYs,Saint Kitts and Nevis,Male,<1 year,All causes,Ambient particulate matter pollution,Number,2019,12.4268648,41.22882233,0.481710448
DALYs,Saint Kitts and Nevis,Female,<1 year,All causes,Ambient particulate matter pollution,Number,2019,12.40904538,38.3181849,0.672187455
DALYs,Saint Kitts and Nevis,Both sexes,<1 year,All causes,Ambient particulate matter pollution,Number,2019,24.83591018,61.79954991,2.871545216
DALYs,Saint Kitts and Nevis,Male,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,3523.885487,11691.25528,136.5986099
DALYs,Saint Kitts and Nevis,Female,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,3665.406963,11318.49691,198.5519838
DALYs,Saint Kitts and Nevis,Both sexes,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,3593.202548,8941.017207,415.4485788
DALYs,Saint Kitts and Nevis,Male,80-84,All causes,Ambient particulate matter pollution,Number,2019,6.166758937,10.25958178,2.627709296
DALYs,Saint Kitts and Nevis,Female,80-84,All causes,Ambient particulate matter pollution,Number,2019,8.037875284,13.15277109,3.578295942
DALYs,Saint Kitts and Nevis,Both sexes,80-84,All causes,Ambient particulate matter pollution,Number,2019,14.20463422,23.39050963,6.192553458
DALYs,Saint Kitts and Nevis,Male,80-84,All causes,Ambient particulate matter pollution,Rate,2019,3256.111798,5417.164123,1387.457387
DALYs,Saint Kitts and Nevis,Female,80-84,All causes,Ambient particulate matter pollution,Rate,2019,3011.280775,4927.507,1340.559961
DALYs,Saint Kitts and Nevis,Both sexes,80-84,All causes,Ambient particulate matter pollution,Rate,2019,3112.895972,5125.948481,1357.076459
DALYs,Saint Kitts and Nevis,Male,85-89,All causes,Ambient particulate matter pollution,Number,2019,2.118625131,3.526866584,0.929766115
DALYs,Saint Kitts and Nevis,Female,85-89,All causes,Ambient particulate matter pollution,Number,2019,4.717908183,7.772364528,2.071317636
DALYs,Saint Kitts and Nevis,Both sexes,85-89,All causes,Ambient particulate matter pollution,Number,2019,6.836533314,11.29260037,3.014831769
DALYs,Saint Kitts and Nevis,Male,85-89,All causes,Ambient particulate matter pollution,Rate,2019,3201.000812,5328.692952,1404.770503
DALYs,Saint Kitts and Nevis,Female,85-89,All causes,Ambient particulate matter pollution,Rate,2019,3157.201252,5201.228609,1386.115706
DALYs,Saint Kitts and Nevis,Both sexes,85-89,All causes,Ambient particulate matter pollution,Rate,2019,3170.645914,5237.27971,1398.218013
DALYs,Bermuda,Male,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,907.6785647,1799.496642,141.9467979
DALYs,Bermuda,Female,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,354.7957087,693.4502347,67.79504151
DALYs,Bermuda,Both sexes,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,608.5022382,1204.809542,102.1733662
DALYs,Bermuda,Male,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,15.33614159,31.44065701,2.492298758
DALYs,Bermuda,Female,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,7.736422551,15.63316749,1.494352672
DALYs,Bermuda,Both sexes,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,23.07256414,47.15323653,3.973618462
DALYs,Bermuda,Male,70-74 years,All causes,Ambient particulate matter pollution,Rate,2019,1120.047205,2296.211196,182.0205064
DALYs,Bermuda,Female,70-74 years,All causes,Ambient particulate matter pollution,Rate,2019,461.6718213,932.9108979,89.1756513
DALYs,Bermuda,Both sexes,70-74 years,All causes,Ambient particulate matter pollution,Rate,2019,757.7243214,1548.555849,130.4973012
DALYs,Bermuda,Male,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,12.96055243,26.08952518,2.024747583
DALYs,Bermuda,Female,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,8.367816187,16.62424737,1.62292046
DALYs,Bermuda,Both sexes,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,21.32836861,42.68915006,3.718424268
DALYs,Bermuda,Male,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,1299.479861,2615.846257,203.0097654
DALYs,Bermuda,Female,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,617.5811859,1226.941675,119.7785802
DALYs,Bermuda,Both sexes,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,906.7033528,1814.784627,158.0762135
DALYs,El Salvador,Male,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,140.1719283,307.7074784,39.15413126
DALYs,El Salvador,Female,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,58.57477588,131.3090731,14.46330087
DALYs,El Salvador,Both sexes,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,198.7467041,427.906951,54.53766999
DALYs,El Salvador,Male,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,59.53483207,130.6917389,16.62982495
DALYs,El Salvador,Female,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,26.16211383,58.64850295,6.459956832
DALYs,El Salvador,Both sexes,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,43.26818268,93.15755051,11.87313208
DALYs,El Salvador,Male,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,54.83132321,102.9353741,25.54407963
DALYs,El Salvador,Female,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,43.2577824,79.08756701,20.32784301
DALYs,El Salvador,Both sexes,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,98.0891056,171.9692388,50.23745173
DALYs,El Salvador,Male,5-9 years,All causes,Ambient particulate matter pollution,Rate,2019,18.37831255,34.50178413,8.561841147
DALYs,El Salvador,Female,5-9 years,All causes,Ambient particulate matter pollution,Rate,2019,15.27964084,27.9355425,7.180260361
DALYs,El Salvador,Both sexes,5-9 years,All causes,Ambient particulate matter pollution,Rate,2019,16.86958667,29.57565941,8.639950795
DALYs,El Salvador,Male,10-14 years,All causes,Ambient particulate matter pollution,Number,2019,47.4179125,87.35853554,22.84553058
DALYs,El Salvador,Female,10-14 years,All causes,Ambient particulate matter pollution,Number,2019,34.90822271,65.86008943,16.5406176
DALYs,El Salvador,Both sexes,10-14 years,All causes,Ambient particulate matter pollution,Number,2019,82.32613521,143.7225579,41.72245217
DALYs,El Salvador,Male,95+ years,All causes,Ambient particulate matter pollution,Number,2019,204.4343565,307.7607289,119.7714676
DALYs,El Salvador,Female,95+ years,All causes,Ambient particulate matter pollution,Number,2019,350.1319841,525.1026508,197.3527302
DALYs,El Salvador,Both sexes,95+ years,All causes,Ambient particulate matter pollution,Number,2019,554.5663406,821.64628,321.0623099
DALYs,El Salvador,Male,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,6296.803482,9479.369626,3689.093201
DALYs,El Salvador,Female,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,5353.810596,8029.258289,3017.688146
DALYs,El Salvador,Both sexes,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,5666.645115,8395.709473,3280.664615
DALYs,Dominican Republic,Male,80-84,All causes,Ambient particulate matter pollution,Rate,2019,5613.364974,10203.36254,2400.412057
DALYs,Dominican Republic,Female,80-84,All causes,Ambient particulate matter pollution,Rate,2019,4539.846713,8299.86545,1904.507228
DALYs,Dominican Republic,Both sexes,80-84,All causes,Ambient particulate matter pollution,Rate,2019,5020.710241,9116.630869,2138.785511
DALYs,Dominican Republic,Male,85-89,All causes,Ambient particulate matter pollution,Number,2019,1256.148747,2322.536903,541.780232
DALYs,Dominican Republic,Female,85-89,All causes,Ambient particulate matter pollution,Number,2019,1601.35085,2997.3248,670.7427162
DALYs,Dominican Republic,Both sexes,85-89,All causes,Ambient particulate matter pollution,Number,2019,2857.499597,5251.835185,1210.69679
DALYs,Dominican Republic,Male,85-89,All causes,Ambient particulate matter pollution,Rate,2019,5700.174991,10539.25087,2458.500347
DALYs,Dominican Republic,Female,85-89,All causes,Ambient particulate matter pollution,Rate,2019,5760.56198,10782.31874,2412.872225
DALYs,Dominican Republic,Both sexes,85-89,All causes,Ambient particulate matter pollution,Rate,2019,5733.859162,10538.33335,2429.384378
DALYs,Dominican Republic,Male,90-94,All causes,Ambient particulate matter pollution,Number,2019,446.3320809,803.7685073,188.6245413
DALYs,Dominican Republic,Female,90-94,All causes,Ambient particulate matter pollution,Number,2019,569.0703442,1032.563934,235.3420766
DALYs,Dominican Republic,Both sexes,90-94,All causes,Ambient particulate matter pollution,Number,2019,1015.402425,1831.197695,431.7407283
DALYs,Dominican Republic,Male,90-94,All causes,Ambient particulate matter pollution,Rate,2019,5636.1377,10149.72972,2381.889929
DALYs,Dominican Republic,Female,90-94,All causes,Ambient particulate matter pollution,Rate,2019,5738.698557,10412.72528,2373.269402
DALYs,Dominican Republic,Both sexes,90-94,All causes,Ambient particulate matter pollution,Rate,2019,5693.160616,10267.16338,2420.684893
DALYs,El Salvador,Male,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,2150.295925,3224.471718,1345.559173
DALYs,El Salvador,Female,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,2271.181173,3497.793314,1407.681488
DALYs,El Salvador,Both sexes,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,4421.477098,6721.807589,2797.137986
DALYs,El Salvador,Male,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,5076.47826,7612.422267,3176.633416
DALYs,El Salvador,Female,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,3987.957747,6141.760997,2471.742176
DALYs,El Salvador,Both sexes,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,4452.241698,6768.57787,2816.600449
DALYs,Bermuda,Male,<1 year,All causes,Ambient particulate matter pollution,Number,2019,2.506943942,9.61679219,0.026384975
DALYs,Bermuda,Female,<1 year,All causes,Ambient particulate matter pollution,Number,2019,1.712865073,5.856528,0.043815067
DALYs,Bermuda,Both sexes,<1 year,All causes,Ambient particulate matter pollution,Number,2019,4.219809014,12.01592113,0.211060514
DALYs,Bermuda,Male,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,966.5037354,3707.568175,10.17221677
DALYs,Bermuda,Female,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,682.7152599,2334.300056,17.46384787
DALYs,Bermuda,Both sexes,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,826.9710894,2354.803109,41.36228499
DALYs,Bermuda,Male,80-84,All causes,Ambient particulate matter pollution,Number,2019,10.45044226,21.17535528,1.69422959
DALYs,Bermuda,Female,80-84,All causes,Ambient particulate matter pollution,Number,2019,7.774828283,15.16598821,1.575788354
DALYs,Bermuda,Both sexes,80-84,All causes,Ambient particulate matter pollution,Number,2019,18.22527054,36.011891,3.340606258
DALYs,Bermuda,Male,80-84,All causes,Ambient particulate matter pollution,Rate,2019,1547.901564,3136.457267,250.946378
DALYs,Bermuda,Female,80-84,All causes,Ambient particulate matter pollution,Rate,2019,819.0819026,1597.744159,166.0100617
DALYs,Bermuda,Both sexes,80-84,All causes,Ambient particulate matter pollution,Rate,2019,1122.004838,2217.005001,205.6582028
DALYs,Bermuda,Male,85-89,All causes,Ambient particulate matter pollution,Number,2019,5.700030433,11.45592224,0.902190489
DALYs,Bermuda,Female,85-89,All causes,Ambient particulate matter pollution,Number,2019,5.733100089,11.36525468,1.124762952
DALYs,Bermuda,Both sexes,85-89,All causes,Ambient particulate matter pollution,Number,2019,11.43313052,22.6521578,1.990975757
DALYs,Bermuda,Male,85-89,All causes,Ambient particulate matter pollution,Rate,2019,1696.60926,3409.845611,268.5362394
DALYs,Bermuda,Female,85-89,All causes,Ambient particulate matter pollution,Rate,2019,996.6236341,1975.699228,195.525165
DALYs,Bermuda,Both sexes,85-89,All causes,Ambient particulate matter pollution,Rate,2019,1254.708204,2485.920034,218.4960287
DALYs,Bermuda,Male,90-94,All causes,Ambient particulate matter pollution,Number,2019,1.88731911,3.966786598,0.301381048
DALYs,Bermuda,Female,90-94,All causes,Ambient particulate matter pollution,Number,2019,3.201260124,6.57810875,0.625190874
DALYs,El Salvador,Male,<1 year,All causes,Ambient particulate matter pollution,Number,2019,1818.06052,3734.312845,565.7221697
DALYs,El Salvador,Female,<1 year,All causes,Ambient particulate matter pollution,Number,2019,1454.545924,3027.389936,464.1340375
DALYs,El Salvador,Both sexes,<1 year,All causes,Ambient particulate matter pollution,Number,2019,3272.606444,6072.85318,1403.367851
DALYs,El Salvador,Male,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,3177.530221,6526.675976,988.7455732
DALYs,El Salvador,Female,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,2677.744885,5573.270521,854.4470992
DALYs,El Salvador,Both sexes,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,2934.126713,5444.749024,1258.220067
DALYs,El Salvador,Male,80-84,All causes,Ambient particulate matter pollution,Number,2019,1617.910142,2379.263249,996.214801
DALYs,El Salvador,Female,80-84,All causes,Ambient particulate matter pollution,Number,2019,1807.081593,2715.491037,1078.390092
DALYs,El Salvador,Both sexes,80-84,All causes,Ambient particulate matter pollution,Number,2019,3424.991734,5020.347898,2098.655248
DALYs,El Salvador,Male,80-84,All causes,Ambient particulate matter pollution,Rate,2019,5717.111363,8407.458862,3520.264082
DALYs,El Salvador,Female,80-84,All causes,Ambient particulate matter pollution,Rate,2019,4671.357661,7019.622085,2787.669265
DALYs,El Salvador,Both sexes,80-84,All causes,Ambient particulate matter pollution,Rate,2019,5113.170022,7494.877174,3133.082335
DALYs,El Salvador,Male,85-89,All causes,Ambient particulate matter pollution,Number,2019,1091.290561,1642.091044,663.906529
DALYs,El Salvador,Female,85-89,All causes,Ambient particulate matter pollution,Number,2019,1241.762948,1901.792486,725.5864026
DALYs,El Salvador,Both sexes,85-89,All causes,Ambient particulate matter pollution,Number,2019,2333.053509,3522.304094,1397.409754
DALYs,El Salvador,Male,85-89,All causes,Ambient particulate matter pollution,Rate,2019,6418.771857,9658.479744,3904.977003
DALYs,El Salvador,Female,85-89,All causes,Ambient particulate matter pollution,Rate,2019,5072.24626,7768.278029,2963.812798
DALYs,El Salvador,Both sexes,85-89,All causes,Ambient particulate matter pollution,Rate,2019,5624.11045,8490.944245,3368.626896
DALYs,El Salvador,Male,90-94,All causes,Ambient particulate matter pollution,Number,2019,434.2206733,640.2774258,264.4691194
DALYs,El Salvador,Female,90-94,All causes,Ambient particulate matter pollution,Number,2019,578.6971728,874.0139374,347.6957913
DALYs,El Salvador,Both sexes,90-94,All causes,Ambient particulate matter pollution,Number,2019,1012.917846,1513.012945,611.3080904
DALYs,El Salvador,Male,90-94,All causes,Ambient particulate matter pollution,Rate,2019,6149.814505,9068.171192,3745.643924
DALYs,El Salvador,Female,90-94,All causes,Ambient particulate matter pollution,Rate,2019,4970.819529,7507.493993,2986.59318
DALYs,El Salvador,Both sexes,90-94,All causes,Ambient particulate matter pollution,Rate,2019,5415.920445,8089.854249,3268.573061
DALYs,Guyana,Male,80-84,All causes,Ambient particulate matter pollution,Rate,2019,9550.064512,16626.58391,3718.727258
DALYs,Guyana,Female,80-84,All causes,Ambient particulate matter pollution,Rate,2019,8311.424855,14647.02502,3281.099017
DALYs,Guyana,Both sexes,80-84,All causes,Ambient particulate matter pollution,Rate,2019,8824.591108,15486.18668,3431.05517
DALYs,Guyana,Male,85-89,All causes,Ambient particulate matter pollution,Number,2019,67.42376014,118.5142625,26.83638712
DALYs,Guyana,Female,85-89,All causes,Ambient particulate matter pollution,Number,2019,102.1310474,183.7664754,41.5491296
DALYs,Guyana,Both sexes,85-89,All causes,Ambient particulate matter pollution,Number,2019,169.5548075,301.8521848,69.01232663
DALYs,Guyana,Male,85-89,All causes,Ambient particulate matter pollution,Rate,2019,8544.793576,15019.62968,3401.047165
DALYs,Guyana,Female,85-89,All causes,Ambient particulate matter pollution,Rate,2019,7962.895038,14327.79936,3239.478752
DALYs,Guyana,Both sexes,85-89,All causes,Ambient particulate matter pollution,Rate,2019,8184.532112,14570.62135,3331.274481
DALYs,Guyana,Male,90-94,All causes,Ambient particulate matter pollution,Number,2019,26.30595846,46.93157753,10.20727352
DALYs,Guyana,Female,90-94,All causes,Ambient particulate matter pollution,Number,2019,51.56521707,91.57854828,19.98758367
DALYs,Guyana,Both sexes,90-94,All causes,Ambient particulate matter pollution,Number,2019,77.87117553,137.631209,30.41274506
DALYs,Guyana,Male,90-94,All causes,Ambient particulate matter pollution,Rate,2019,8574.671645,15297.78387,3327.155669
DALYs,Guyana,Female,90-94,All causes,Ambient particulate matter pollution,Rate,2019,9422.923376,16734.87852,3652.490575
DALYs,Guyana,Both sexes,90-94,All causes,Ambient particulate matter pollution,Rate,2019,9118.208149,16115.71937,3561.134629
DALYs,Honduras,Male,95+ years,All causes,Ambient particulate matter pollution,Number,2019,48.81409286,73.90475499,27.64607511
DALYs,Honduras,Female,95+ years,All causes,Ambient particulate matter pollution,Number,2019,33.31587337,52.08039705,18.68640673
DALYs,Honduras,Both sexes,95+ years,All causes,Ambient particulate matter pollution,Number,2019,82.12996623,122.647909,48.0330317
DALYs,Bermuda,Both sexes,90-94,All causes,Ambient particulate matter pollution,Number,2019,5.088579234,10.43956005,0.931454394
DALYs,Bermuda,Male,90-94,All causes,Ambient particulate matter pollution,Rate,2019,1692.028515,3556.322828,270.1956045
DALYs,Bermuda,Female,90-94,All causes,Ambient particulate matter pollution,Rate,2019,1125.781489,2313.311876,219.8597697
DALYs,Bermuda,Both sexes,90-94,All causes,Ambient particulate matter pollution,Rate,2019,1285.316973,2636.913587,235.2747372
DALYs,Bahamas,Male,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,3.450702361,8.653669467,0.76672089
DALYs,Bahamas,Female,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,2.358523782,5.827632009,0.551885882
DALYs,Bahamas,Both sexes,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,5.809226143,14.46475819,1.314688674
DALYs,Bahamas,Male,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,38.69954162,97.050689,8.598755813
DALYs,Bahamas,Female,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,26.92350772,66.52478833,6.30000169
DALYs,Bahamas,Both sexes,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,32.86367326,81.82933067,7.437393202
DALYs,Bahamas,Male,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,0.984726837,2.260251373,0.231554265
DALYs,Bahamas,Female,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,0.995817888,2.29907569,0.239147504
DALYs,Bahamas,Both sexes,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,1.980544725,4.541995959,0.47480008
DALYs,Bahamas,Male,5-9 years,All causes,Ambient particulate matter pollution,Rate,2019,7.419258201,17.02948259,1.744606542
DALYs,Bahamas,Female,5-9 years,All causes,Ambient particulate matter pollution,Rate,2019,7.509217264,17.33676316,1.803352385
DALYs,Bahamas,Both sexes,5-9 years,All causes,Ambient particulate matter pollution,Rate,2019,7.46421857,17.11774047,1.789412544
DALYs,Bahamas,Male,10-14 years,All causes,Ambient particulate matter pollution,Number,2019,0.887329716,2.122289455,0.209904743
DALYs,Bahamas,Female,10-14 years,All causes,Ambient particulate matter pollution,Number,2019,0.84392028,2.048700549,0.208901241
DALYs,Bahamas,Both sexes,10-14 years,All causes,Ambient particulate matter pollution,Number,2019,1.731249996,4.155017478,0.421211959
DALYs,Bahamas,Male,10-14 years,All causes,Ambient particulate matter pollution,Rate,2019,5.666059378,13.55191633,1.340350399
DALYs,Bahamas,Female,10-14 years,All causes,Ambient particulate matter pollution,Rate,2019,5.295004711,12.85415141,1.310707989
DALYs,Bahamas,Both sexes,10-14 years,All causes,Ambient particulate matter pollution,Rate,2019,5.478902098,13.14942037,1.333013193
DALYs,Bahamas,Male,15-19 years,All causes,Ambient particulate matter pollution,Number,2019,1.509085969,3.612817363,0.360092101
DALYs,Bahamas,Female,15-19 years,All causes,Ambient particulate matter pollution,Number,2019,1.174874531,2.785879875,0.291312933
DALYs,Bahamas,Both sexes,15-19 years,All causes,Ambient particulate matter pollution,Number,2019,2.683960499,6.379618029,0.647146197
DALYs,Bahamas,Male,15-19 years,All causes,Ambient particulate matter pollution,Rate,2019,9.929195601,23.77092559,2.369265225
DALYs,Bahamas,Female,15-19 years,All causes,Ambient particulate matter pollution,Rate,2019,7.6235412,18.07705372,1.890275164
DALYs,Bahamas,Both sexes,15-19 years,All causes,Ambient particulate matter pollution,Rate,2019,8.768358863,20.84187912,2.114192847
DALYs,Bahamas,Male,20-24 years,All causes,Ambient particulate matter pollution,Number,2019,2.724853066,6.426028446,0.60202863
DALYs,Bahamas,Female,20-24 years,All causes,Ambient particulate matter pollution,Number,2019,1.672384344,3.903766569,0.386530952
DALYs,Bahamas,Both sexes,20-24 years,All causes,Ambient particulate matter pollution,Number,2019,4.397237409,10.4243388,0.985945552
DALYs,Bahamas,Male,20-24 years,All causes,Ambient particulate matter pollution,Rate,2019,17.63459121,41.58770474,3.896183955
DALYs,Bahamas,Female,20-24 years,All causes,Ambient particulate matter pollution,Rate,2019,10.73924746,25.06811031,2.482115767
DALYs,Bahamas,Both sexes,20-24 years,All causes,Ambient particulate matter pollution,Rate,2019,14.17348517,33.60046265,3.17796911
DALYs,Bahamas,Male,25-29 years,All causes,Ambient particulate matter pollution,Number,2019,30.45301606,56.37975404,9.614948052
DALYs,Bahamas,Female,25-29 years,All causes,Ambient particulate matter pollution,Number,2019,18.58624733,34.94964846,5.973812731
DALYs,Bahamas,Both sexes,25-29 years,All causes,Ambient particulate matter pollution,Number,2019,49.03926339,90.89022772,15.51381087
DALYs,Bahamas,Male,25-29 years,All causes,Ambient particulate matter pollution,Rate,2019,201.1917893,372.480137,63.52239788
DALYs,Ecuador,Male,30-34 years,All causes,Ambient particulate matter pollution,Rate,2019,396.4524387,580.800506,250.5811868
DALYs,Ecuador,Female,30-34 years,All causes,Ambient particulate matter pollution,Rate,2019,212.8059707,323.3624641,130.9879641
DALYs,Ecuador,Both sexes,30-34 years,All causes,Ambient particulate matter pollution,Rate,2019,303.5913971,431.6298726,194.7815352
DALYs,Ecuador,Male,35-39 years,All causes,Ambient particulate matter pollution,Number,2019,2880.410486,4279.438148,1745.255909
DALYs,Ecuador,Female,35-39 years,All causes,Ambient particulate matter pollution,Number,2019,1757.130362,2532.182146,1106.884581
DALYs,Ecuador,Both sexes,35-39 years,All causes,Ambient particulate matter pollution,Number,2019,4637.540848,6835.148033,2902.32881
DALYs,Ecuador,Male,35-39 years,All causes,Ambient particulate matter pollution,Rate,2019,489.3564394,727.0389496,296.5036481
DALYs,Ecuador,Female,35-39 years,All causes,Ambient particulate matter pollution,Rate,2019,286.6654261,413.1105407,180.5816728
DALYs,Ecuador,Both sexes,35-39 years,All causes,Ambient particulate matter pollution,Rate,2019,385.957723,568.8528161,241.545305
DALYs,Ecuador,Male,40-44 years,All causes,Ambient particulate matter pollution,Number,2019,3388.714335,5002.421252,2068.311481
DALYs,Ecuador,Female,40-44 years,All causes,Ambient particulate matter pollution,Number,2019,2284.591204,3315.013798,1426.478598
DALYs,Ecuador,Both sexes,40-44 years,All causes,Ambient particulate matter pollution,Number,2019,5673.305539,8359.256564,3538.750267
DALYs,Ecuador,Male,40-44 years,All causes,Ambient particulate matter pollution,Rate,2019,655.1317438,967.1057024,399.8615325
DALYs,Ecuador,Female,40-44 years,All causes,Ambient particulate matter pollution,Rate,2019,422.6821997,613.3251857,263.9190376
DALYs,Ecuador,Both sexes,40-44 years,All causes,Ambient particulate matter pollution,Rate,2019,536.353212,790.2825042,334.5527681
DALYs,Ecuador,Male,45-49 years,All causes,Ambient particulate matter pollution,Number,2019,4261.015442,6351.713769,2655.426887
DALYs,Ecuador,Female,45-49 years,All causes,Ambient particulate matter pollution,Number,2019,3053.639672,4359.077526,1925.387989
DALYs,Ecuador,Both sexes,45-49 years,All causes,Ambient particulate matter pollution,Number,2019,7314.655114,10619.33662,4637.930757
DALYs,Ecuador,Male,45-49 years,All causes,Ambient particulate matter pollution,Rate,2019,946.1104237,1410.326409,589.6075928
DALYs,Ecuador,Female,45-49 years,All causes,Ambient particulate matter pollution,Rate,2019,645.4727349,921.4137862,406.9849703
DALYs,Ecuador,Both sexes,45-49 years,All causes,Ambient particulate matter pollution,Rate,2019,792.0942536,1149.953809,502.2353404
DALYs,Ecuador,Male,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,5264.234133,7789.717665,3329.253737
DALYs,Ecuador,Female,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,3808.428965,5454.012735,2421.104781
DALYs,Ecuador,Both sexes,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,9072.663098,12944.67221,5828.054563
DALYs,Ecuador,Male,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,1348.27211,1995.097256,852.6862311
DALYs,Ecuador,Female,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,926.9692351,1327.503298,589.2953937
DALYs,Ecuador,Both sexes,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,1132.256557,1615.47826,727.333631
DALYs,Ecuador,Male,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,6461.38653,9415.293609,4020.846925
DALYs,Ecuador,Female,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,4599.526728,6528.649733,2954.742573
DALYs,Ecuador,Both sexes,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,11060.91326,15738.76587,7010.424861
DALYs,Bahamas,Female,25-29 years,All causes,Ambient particulate matter pollution,Rate,2019,117.8187204,221.5467591,37.86815916
DALYs,Bahamas,Both sexes,25-29 years,All causes,Ambient particulate matter pollution,Rate,2019,158.6435433,294.0327155,50.18766101
